id,amount_tsh,funder,gps_height,installer,longitude,latitude,basin,region,district_code,lga,population,scheme_management,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,operational_year,status_group
2420,27,1536,1129,297,33546,26108,8,2,5,14,197,7,17,7,5,6,2,3,2,18,1
2421,27,513,1129,390,7042,50642,4,4,4,6,197,7,8,7,1,6,3,7,4,20,2
2422,43,1417,764,390,35054,1628,7,16,5,86,197,9,15,11,1,6,2,7,4,11,2
2423,34,1417,1426,390,10006,37923,3,17,3,25,466,12,9,11,6,3,1,7,6,13,2
2424,27,159,1261,390,2086,36563,3,5,2,28,873,11,8,7,2,6,1,7,4,17,0
2425,11,428,134,523,56475,5600,7,7,10,47,0,7,4,7,5,4,2,3,4,10,0
2426,11,935,1983,1007,30750,38148,0,8,3,63,130,7,8,7,2,6,1,7,4,30,1
2427,8,456,88,390,53855,29437,5,20,4,117,24,7,3,7,5,6,1,6,1,8,0
2428,27,718,1129,390,34058,32601,0,2,1,42,197,7,3,7,2,6,3,8,1,14,1
2429,14,827,1562,390,37179,44991,5,0,2,0,384,7,14,7,2,6,2,3,1,8,0
2430,39,1139,1281,1474,2084,40421,3,5,1,30,227,7,15,7,6,6,1,3,4,32,2
2431,18,625,945,737,29051,26735,0,18,3,56,804,7,14,7,5,6,1,3,2,17,0
2432,34,1408,1426,390,7970,40723,3,17,5,9,466,9,8,11,6,6,1,7,4,13,0
2433,34,1649,1359,1728,2241,27377,3,15,1,75,135,7,9,7,1,6,1,3,4,40,2
2434,27,1843,1129,1568,14038,37908,0,19,1,94,197,7,0,7,0,4,1,3,4,15,0
2435,11,1866,274,2040,48629,22422,8,11,2,71,466,7,14,7,5,6,1,3,1,7,0
2436,48,1501,1630,1576,28195,5752,1,3,5,51,80,7,11,7,3,6,0,6,1,29,2
2437,14,456,1632,390,37192,45516,5,0,2,0,197,7,14,7,2,6,1,3,6,52,2
2438,14,418,423,496,51239,3439,7,12,12,57,108,7,9,7,2,6,0,7,6,47,2
2439,27,513,1264,390,12593,53729,4,13,1,121,343,12,8,7,2,6,0,7,4,8,2
2440,34,36,404,900,46154,25509,8,11,6,83,0,7,9,7,2,6,1,7,6,7,2
2441,18,0,33,1,56009,21659,8,1,3,119,139,5,7,2,2,4,0,3,1,20,2
2442,33,436,1379,201,42985,46791,5,6,5,16,60,10,3,9,4,6,1,8,1,26,2
2443,34,345,1426,401,13466,38461,0,17,3,104,466,9,8,11,2,6,3,7,4,13,0
2444,18,1196,1573,2116,26023,33669,0,18,2,109,0,7,7,7,6,7,4,3,1,9,2
2445,34,1417,1426,390,9688,37283,3,17,3,25,466,12,8,11,6,3,2,7,4,13,0
2450,34,1417,1426,390,9842,38221,3,17,3,25,466,12,9,11,6,3,0,3,6,13,2
2452,14,1203,1649,390,38245,44385,5,0,2,0,197,7,3,7,2,6,1,8,1,22,0
2453,34,727,1872,297,21399,7304,1,3,3,55,35,7,3,7,2,6,1,8,1,23,0
2454,12,456,1245,1474,40326,43078,5,0,7,65,120,7,3,7,6,6,2,6,1,26,0
2455,27,1832,1129,2008,8370,30207,3,19,4,123,197,7,0,7,2,6,1,3,4,21,2
2457,27,1830,1129,568,36994,23499,8,2,0,76,197,7,9,7,2,4,1,7,6,17,2
2458,18,0,94,1,54799,21493,8,1,2,20,100,9,14,11,5,6,1,3,1,20,2
2460,44,432,1042,390,30836,2979,7,16,2,111,426,7,3,7,2,6,2,6,1,10,0
2461,14,1271,193,1404,52896,18234,6,14,14,99,0,4,0,4,2,6,1,7,4,12,0
2462,27,456,1350,390,1169,32271,3,5,2,28,207,11,3,9,1,6,1,6,1,36,2
2463,27,456,1129,567,30710,25707,0,2,6,4,197,7,8,7,2,6,1,7,4,18,0
2464,14,391,511,511,56107,2374,7,12,12,88,623,7,14,7,5,6,1,3,1,34,1
2466,34,456,1358,273,46472,40078,5,6,2,84,56,10,3,9,2,6,2,6,6,49,2
2468,27,513,1279,645,13205,57516,4,13,6,15,426,7,8,7,6,7,0,7,4,23,2
2469,27,513,1235,390,11347,53975,4,13,1,121,296,12,9,7,2,6,2,8,4,22,2
2470,34,1417,1426,1956,21823,48286,0,17,6,64,466,9,8,11,2,6,1,7,4,13,0
2471,34,1417,1426,1956,20959,39559,0,17,6,64,466,9,9,11,2,6,0,7,6,13,2
2472,51,456,1284,390,49796,31119,5,20,1,52,0,7,3,7,1,6,1,8,1,51,2
2473,27,456,1279,1644,9046,52465,4,13,5,102,426,10,7,9,2,6,1,2,2,23,2
2474,27,456,1129,270,16784,12720,6,10,2,60,197,7,3,11,0,6,3,6,1,18,0
2475,27,230,1129,390,3399,52699,4,4,11,89,197,7,3,7,2,6,1,8,1,15,0
2476,18,1843,1587,1567,25931,36649,0,18,1,23,349,9,7,11,5,6,1,3,2,13,1
2479,14,62,103,41,53322,19364,6,14,13,69,353,7,8,7,2,6,3,7,4,17,0
2480,76,1876,183,1986,52293,21928,8,14,2,29,14,3,7,4,1,6,2,6,1,9,0
2481,27,456,1129,390,38728,24961,8,2,3,43,197,7,3,7,2,6,0,8,1,15,2
2482,43,302,779,422,46869,41435,5,6,2,84,60,7,3,7,1,6,2,8,6,11,2
2483,25,261,69,326,52273,23388,8,14,1,3,50,0,7,7,1,6,1,6,1,32,2
2484,14,1273,131,390,51054,26738,5,20,5,95,19,4,14,4,5,4,2,3,1,15,2
2485,23,1139,1162,1474,273,32531,3,5,3,31,124,7,3,7,1,6,1,6,2,42,1
2486,48,792,1212,390,4635,24067,2,15,1,75,50,11,9,8,2,6,3,5,6,7,0
2487,34,1323,1426,1432,21384,38497,0,17,8,40,466,3,3,3,6,6,1,6,1,13,0
2488,27,1668,1279,1824,14983,48801,4,13,4,45,426,7,15,7,2,6,1,7,4,23,2
2489,12,971,1255,390,34053,37279,0,8,1,2,36,7,3,7,2,6,1,8,1,22,0
2490,18,1273,60,404,52161,23494,8,14,1,3,60,0,7,4,5,6,1,6,6,6,0
2491,34,1408,1426,390,8272,45222,3,17,5,9,466,3,8,3,6,6,1,7,4,13,0
2492,34,1408,1426,390,8535,40203,3,17,5,9,466,3,3,3,6,6,1,3,2,13,2
2494,27,1830,1129,390,34408,32314,0,2,1,42,197,7,3,7,2,6,1,8,1,14,1
2496,18,0,9,1,56031,21729,8,1,3,119,90,5,7,2,2,4,0,3,1,20,2
2497,34,1417,1426,390,10039,38978,4,17,3,25,466,12,9,4,6,3,3,7,6,14,0
2499,34,1417,1426,390,8323,37904,3,17,3,25,466,12,8,11,6,3,1,7,4,13,0
2500,11,1880,289,1977,49569,23795,8,14,1,3,149,8,6,10,5,6,1,6,1,7,0
2501,18,396,503,505,56127,1677,7,12,4,116,0,10,14,7,2,6,3,3,1,40,0
2502,27,1114,1129,390,3142,51000,3,4,11,89,197,7,3,7,1,6,2,6,2,15,0
2503,27,513,1279,603,13100,49122,4,13,7,67,426,7,8,7,2,7,4,7,4,23,0
2504,11,820,1691,961,42442,48012,5,6,7,106,0,10,3,9,1,6,1,8,1,21,0
2506,34,346,1426,390,17387,41989,0,17,8,40,466,7,3,7,5,6,2,6,2,13,2
2507,48,753,1769,898,29895,16460,6,3,1,24,664,7,3,7,2,6,1,8,1,13,0
2508,12,456,328,423,55690,5238,7,7,10,47,83,8,3,10,5,6,1,6,1,39,1
2509,27,524,1279,645,14289,50246,4,13,4,45,426,7,9,7,2,6,1,7,6,23,2
2510,34,1734,1426,450,20370,38089,0,17,19,40,466,3,3,3,6,6,3,5,6,13,0
2511,27,456,1129,390,3208,56915,4,4,1,26,197,9,3,7,2,6,1,8,1,14,0
2513,27,261,1129,337,9976,11843,2,10,6,62,197,7,15,7,3,6,1,3,4,18,2
2514,34,1868,1491,2044,47953,37035,5,6,3,101,139,11,3,7,2,6,1,6,1,26,2
2515,27,1830,1129,2002,37340,22211,8,2,1,76,197,7,8,7,2,6,1,7,4,14,0
2516,27,456,1129,571,12533,14710,2,10,1,13,197,7,3,7,2,6,1,8,1,14,2
2517,12,1634,1648,1713,31094,36321,0,8,1,2,125,10,3,9,2,6,2,8,2,12,1
2518,18,1866,238,119,53452,15132,6,7,9,37,349,12,9,7,2,4,1,7,6,9,2
2520,27,456,1129,390,3097,57079,4,4,1,26,197,9,3,7,2,6,1,8,1,14,0
2521,27,456,1279,571,13205,57516,4,13,6,15,426,7,14,7,6,7,0,3,2,23,2
2522,34,979,1426,1161,20126,42141,0,17,2,58,466,9,3,11,4,6,3,5,1,13,0
2523,23,0,131,1,54573,22838,8,1,1,38,926,7,14,7,5,6,2,6,1,9,0
2524,14,290,681,368,43880,24176,8,11,1,36,763,7,14,7,5,4,2,3,1,36,0
2525,27,456,1129,534,33763,27757,0,2,4,11,197,7,7,7,5,6,2,3,2,20,1
2526,18,62,306,96,56978,3845,7,12,1,77,570,7,7,7,6,6,1,3,2,7,2
2528,18,979,1027,390,30962,2574,7,16,2,111,426,7,9,7,5,6,0,6,1,10,2
2529,18,0,59,1,55014,21190,8,1,2,20,149,4,14,4,5,6,1,3,1,9,0
2530,48,1868,1399,1567,24581,34737,0,18,1,23,431,7,0,7,3,6,1,3,4,13,0
2531,48,1392,842,390,3040,19232,3,15,3,92,0,7,8,7,2,6,1,7,4,23,2
2533,34,1372,1872,10,26485,10557,6,3,4,91,110,8,3,10,1,6,1,8,1,8,0
2535,34,345,1406,390,20836,49598,4,17,1,5,590,9,8,11,2,6,1,7,4,23,1
2536,18,396,384,505,56474,2461,7,12,4,116,399,10,14,7,2,6,3,3,1,40,0
2537,27,1196,1129,2116,22721,13757,6,10,7,59,197,10,3,9,2,6,3,6,1,14,1
2538,53,261,965,336,30722,18523,6,3,1,24,0,7,3,7,0,6,0,8,1,28,2
2539,34,345,1426,390,15780,40358,0,17,7,105,466,9,15,11,2,4,2,1,4,13,0
2541,34,456,1968,390,37473,46779,5,0,2,0,149,7,3,7,3,6,2,8,1,19,0
2542,38,588,914,390,233,31102,3,5,3,31,120,3,3,3,1,6,1,6,1,10,1
2543,34,1868,804,2044,47712,34862,5,6,3,101,29,11,3,10,1,6,2,8,1,14,0
2545,18,456,257,390,53478,14829,7,7,9,37,439,12,8,7,2,6,2,7,4,29,2
2546,34,1203,1426,1330,13444,39379,4,17,3,104,466,3,9,3,2,6,3,5,6,13,1
2547,11,446,681,386,42617,24993,8,11,1,36,817,7,15,7,5,4,2,7,4,42,0
2548,53,1370,2138,390,26064,5943,1,3,5,51,106,7,3,7,0,6,1,8,1,18,0
2549,11,855,1411,1071,41438,49391,0,6,7,106,0,10,3,9,1,6,1,8,1,8,0
2550,43,985,746,390,54829,31884,5,20,8,68,0,7,14,7,2,4,1,4,2,8,0
2551,14,1196,1287,2116,37985,41648,5,0,3,1,604,10,3,9,2,6,3,8,1,20,0
2552,48,1742,611,1852,43563,335,7,16,1,120,0,7,15,7,0,6,1,3,4,20,2
2553,34,1139,1075,1474,180,31983,3,5,3,31,178,7,3,7,1,6,2,6,2,37,2
2554,34,1321,2221,1434,24877,6710,1,3,4,91,40,7,3,7,2,6,1,8,1,9,0
2555,34,580,394,710,41463,18839,6,11,1,36,120,7,15,7,3,6,1,7,4,38,0
2558,34,12,1595,390,43725,47221,5,6,4,73,60,7,3,7,1,6,1,8,1,11,0
2559,44,933,1834,390,28198,15391,6,3,2,79,50,7,3,7,2,6,1,8,1,18,2
2560,27,727,1129,807,13498,9887,1,10,6,62,197,7,8,7,3,6,1,7,4,18,2
2561,18,62,286,96,56944,3011,7,12,1,77,149,7,7,7,6,6,1,3,2,7,2
2562,34,1323,1426,1432,21112,38868,0,17,8,40,466,3,3,3,6,6,2,6,1,13,2
2563,14,302,152,390,52426,27847,5,20,5,95,100,7,14,7,2,6,2,6,1,47,0
2564,18,1273,40,404,53589,23634,8,14,1,3,50,0,6,4,5,6,1,6,1,9,0
2565,34,840,1427,931,21508,57516,4,17,1,5,466,9,4,11,2,6,1,7,4,14,1
2566,34,345,1427,390,21508,57516,4,17,1,5,466,9,9,11,6,6,1,7,6,12,2
2567,34,1533,585,390,45503,21309,8,11,6,83,0,7,3,7,2,6,1,6,1,8,0
2568,27,960,1129,1014,5722,54429,4,4,3,81,197,7,3,7,2,6,0,8,1,15,2
2569,71,456,1414,425,46251,46496,5,6,1,96,0,0,3,0,1,6,2,8,1,32,2
2570,44,1501,1927,1576,26455,6165,1,3,4,91,70,8,3,10,0,6,1,8,1,12,0
2571,29,710,363,390,40186,17375,6,11,3,35,680,10,3,7,2,7,2,6,1,8,2
2572,50,261,1733,390,28163,14497,6,3,2,79,50,7,3,7,0,6,1,8,1,18,0
2573,14,456,1683,390,37637,45173,5,0,2,0,296,7,3,7,2,6,2,8,1,20,0
2574,23,469,1452,545,22985,53855,4,9,2,103,680,9,0,11,1,4,1,3,4,14,0
2575,12,1870,1429,299,39698,44310,5,0,7,65,68,7,3,7,6,6,2,8,1,20,2
2577,27,513,1129,603,3262,52869,4,4,11,89,197,9,3,11,2,6,1,8,6,15,0
2582,43,261,1656,336,32267,17572,6,3,1,24,0,7,3,7,1,6,1,8,1,36,0
2583,29,456,1278,571,18072,55217,4,9,3,82,314,7,3,7,6,6,1,2,1,36,2
2584,27,727,1129,807,13588,8980,1,10,2,60,197,7,8,11,3,6,1,7,4,18,0
2585,34,57,1426,33,14347,40349,0,17,3,104,466,9,8,11,2,6,1,7,4,13,0
2586,14,792,459,912,52692,2744,7,12,12,57,0,7,3,7,2,6,0,8,2,41,2
2587,34,456,1554,571,28037,561,7,16,3,61,162,7,3,7,6,6,1,8,1,12,0
2588,34,1877,1427,390,21508,57516,4,17,1,5,466,11,9,8,1,6,1,3,6,14,0
2590,71,456,1715,425,45804,48258,5,6,1,96,0,0,3,0,2,6,1,8,1,60,2
2591,34,1139,1900,1297,6304,17319,3,15,4,114,730,7,4,7,1,6,3,3,4,31,0
2592,27,1830,1129,297,36627,26365,8,2,3,43,197,7,7,7,5,4,2,3,2,15,0
2594,48,456,1189,390,5158,24230,2,15,1,75,0,11,3,8,2,6,1,8,1,48,2
2595,11,608,45,748,57379,2611,7,12,1,77,466,12,4,7,5,6,1,3,4,13,0
2596,34,1715,1426,1779,13777,39337,0,17,3,104,466,9,15,11,2,6,2,7,4,13,0
2597,34,1417,1427,390,21508,57516,4,17,1,5,466,9,8,11,1,6,1,7,4,14,1
2598,14,302,44,390,53171,27877,5,20,5,95,56,7,14,7,2,6,2,3,6,44,2
2599,34,377,1863,59,26911,11285,6,3,4,91,100,9,3,11,1,6,1,8,1,6,0
2600,34,1417,1426,1485,14669,39798,0,17,7,105,466,3,9,3,6,6,3,5,1,13,0
2602,39,1192,1554,390,3408,40646,3,5,1,30,343,11,3,9,1,6,1,6,1,8,0
2603,18,1866,52,2046,56645,5064,7,7,16,48,623,12,9,7,6,6,1,3,6,14,2
2604,11,780,1321,937,41516,47372,5,6,7,106,0,10,3,9,1,6,1,8,1,17,0
2605,18,727,2075,892,33436,15817,6,3,7,34,552,7,3,7,5,6,1,3,1,11,0
2606,71,707,1534,876,46064,46687,5,6,1,96,0,0,3,0,1,6,2,8,1,9,0
2607,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,11,2,6,2,7,4,14,1
2608,27,456,1279,571,14679,57516,4,13,2,54,426,7,7,7,2,6,1,3,1,25,2
2610,27,1196,1129,2116,17413,7829,1,10,4,100,197,7,3,7,2,6,1,8,1,20,0
2611,14,1868,738,1713,44116,39906,5,8,4,108,50,7,14,7,2,4,1,3,1,10,2
2612,18,390,114,509,56919,4051,7,12,1,77,466,12,9,7,6,4,1,7,6,37,2
2613,25,1866,478,2040,47532,21834,8,11,2,71,552,7,3,7,2,6,2,6,1,11,0
2614,27,1139,1384,1259,1514,34259,3,5,2,28,227,11,3,9,1,6,1,6,1,34,1
2615,34,1139,1130,390,1043,30221,3,5,3,31,267,7,3,7,6,6,1,6,1,28,0
2616,14,456,149,390,53073,28423,5,20,4,80,100,7,4,7,2,4,1,3,4,9,2
2617,43,261,669,337,42615,1719,7,16,1,120,0,7,4,7,0,6,1,3,4,26,0
2618,11,1880,294,1977,49499,23788,8,14,1,3,60,8,6,10,5,6,1,6,1,14,0
2619,27,261,1129,337,10304,12528,2,10,6,62,197,7,15,7,2,6,1,3,4,18,0
2620,27,1196,1129,2116,20851,13394,6,10,7,59,197,7,3,7,1,6,2,6,1,14,2
2622,27,456,1129,390,34216,25966,8,2,5,14,197,7,7,7,2,6,0,3,2,18,2
2623,29,302,1339,423,46649,39978,5,6,2,84,36,7,3,7,1,6,2,8,1,12,0
2624,43,261,690,337,42591,560,7,16,1,120,0,7,15,7,2,6,2,3,4,22,2
2625,27,513,1279,390,14679,57516,4,13,2,54,426,12,8,7,3,6,2,7,4,25,0
2627,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,11,6,6,1,7,4,14,0
2628,43,146,1122,190,40861,42619,5,0,7,65,120,10,3,10,1,6,2,6,1,10,0
2629,29,1773,1254,1883,16133,54520,4,9,3,82,80,9,3,11,6,6,2,5,1,14,2
2630,27,1868,1129,1567,12414,32084,3,19,1,94,197,7,8,7,2,6,2,7,4,17,0
2631,39,456,1259,390,1975,39014,3,5,1,30,286,7,3,7,6,6,1,8,1,9,1
2632,4,436,1055,201,43259,44446,5,6,5,16,50,10,3,9,5,6,1,8,1,21,0
2634,11,1050,850,1055,43883,43323,5,6,6,74,50,11,3,8,5,7,2,8,1,13,0
2635,34,1417,1426,390,9182,43020,3,17,3,25,466,12,8,7,6,3,2,7,4,14,0
2636,27,261,1129,272,18001,6574,1,10,3,46,197,11,3,8,1,6,0,8,1,15,2
2637,34,1868,1426,2048,8358,46100,3,17,5,9,466,9,8,11,6,6,1,7,4,13,0
2639,11,985,746,390,54671,31054,5,20,8,68,0,7,8,7,5,6,2,7,4,9,0
2640,27,1742,1129,1852,2509,50899,4,4,11,89,197,9,4,11,2,6,1,7,4,15,0
2641,34,1122,1426,390,16844,45004,0,17,2,58,466,9,9,11,2,6,1,7,6,14,2
2642,27,1323,1129,1436,17325,11538,1,10,2,60,197,7,3,11,3,6,1,6,1,18,0
2643,34,1408,1426,390,8802,43141,3,17,5,9,466,3,8,3,6,6,2,7,6,13,2
2644,27,456,1279,571,13205,57516,4,13,6,15,426,7,3,7,6,7,0,2,1,23,2
2645,27,211,1129,567,31470,25455,0,2,6,4,197,7,8,7,5,6,1,7,4,18,0
2646,27,1196,1129,2116,16241,10020,1,10,4,100,197,7,3,7,2,6,2,8,1,20,1
2649,4,436,1521,201,43302,47439,5,6,5,16,19,10,3,9,5,6,1,8,1,13,0
2652,18,1649,1630,1728,25183,29837,0,18,2,109,466,7,8,7,2,6,2,7,4,31,0
2654,27,1196,1129,2116,17229,8382,1,10,4,100,197,7,3,7,2,6,2,8,1,20,0
2656,18,885,1515,1093,37902,43491,5,0,2,0,197,7,14,7,5,6,1,3,1,9,0
2657,18,1866,1392,2021,43024,27662,5,8,5,41,0,7,14,7,2,6,2,6,2,11,2
2658,8,983,1580,1164,32183,41413,0,0,11,27,590,7,3,7,5,6,3,6,1,28,0
2659,43,261,903,337,35594,3712,6,16,5,86,247,8,3,10,1,6,1,6,2,40,2
2660,18,1866,1658,214,22915,36217,0,18,1,23,343,4,14,4,5,6,1,3,2,11,0
2661,18,390,176,509,56559,5324,7,7,16,47,197,12,9,7,6,6,1,7,6,41,2
2662,14,1854,2064,64,30938,54321,4,0,5,90,222,3,3,3,2,6,3,5,1,8,0
2663,27,456,1279,1644,8917,52344,4,13,5,102,426,10,7,9,2,6,1,2,2,23,2
2664,27,513,1279,390,14070,52129,4,13,2,54,426,7,9,7,1,4,0,7,6,23,2
2665,27,1249,1129,390,5631,57209,4,4,7,66,197,7,15,7,2,4,2,7,4,14,0
2667,34,1417,1426,390,8808,39239,3,17,3,25,466,12,8,11,6,6,1,7,4,13,0
2668,23,1785,473,955,48796,31542,5,20,2,44,100,7,3,7,2,6,1,6,1,20,0
2669,25,456,1821,390,48829,33781,5,20,1,52,0,7,3,7,1,6,1,8,1,15,2
2670,25,513,1672,2130,25661,54455,4,9,2,103,80,4,8,4,2,1,1,3,4,21,0
2671,27,727,1129,807,10827,9914,2,10,6,62,197,7,8,7,3,6,1,7,4,18,0
2672,27,456,1129,270,17235,11576,1,10,2,60,197,7,3,11,3,6,1,6,1,18,2
2673,27,1114,1129,360,2990,52609,4,4,11,89,197,7,3,7,2,6,1,8,1,15,1
2674,43,261,1537,336,31819,18083,6,3,1,24,325,7,3,7,1,6,1,8,1,36,0
2675,11,1705,381,390,50773,30102,5,20,2,44,426,7,0,7,5,4,1,7,4,38,2
2676,34,921,1383,998,28639,1113,1,16,3,61,80,10,3,9,6,6,1,8,1,18,0
2677,27,838,1129,930,35851,25369,8,2,4,11,197,7,7,7,5,6,2,3,1,20,0
2678,34,1122,1426,390,17642,48673,4,17,2,58,466,9,8,11,3,6,1,7,4,13,0
2679,39,261,1282,1728,2024,39497,3,5,1,30,178,7,3,7,6,6,1,8,5,13,0
2680,18,1271,192,390,52232,22193,8,14,2,29,9,7,3,7,2,6,1,6,1,7,0
2682,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,11,2,5,1,7,4,14,1
2683,27,456,1129,390,6707,56001,4,4,2,7,197,7,15,7,2,6,1,7,4,18,0
2684,34,1408,1426,390,8570,43198,3,17,5,9,466,8,3,10,5,6,1,8,1,13,0
2685,18,302,633,630,48678,27203,5,20,6,18,915,7,14,7,5,6,1,6,2,20,0
2686,25,64,1845,97,24175,5694,1,3,5,51,82,7,3,7,1,6,3,8,1,17,0
2687,27,838,1129,297,36566,26682,8,2,3,43,197,7,7,4,5,4,0,3,1,15,2
2688,27,261,1129,272,19769,6991,1,10,3,46,197,7,3,7,1,6,1,8,1,15,0
2689,34,1719,1752,390,27933,11841,6,3,4,91,120,7,3,7,1,6,1,8,1,11,0
2690,43,474,1305,590,12631,53022,4,13,8,67,552,7,8,7,1,4,1,7,4,30,2
2692,25,456,1561,571,47795,35371,5,6,3,101,120,11,3,7,1,6,2,8,1,46,2
2693,34,1420,1426,390,8680,38166,3,17,3,25,466,12,15,6,6,7,2,3,4,13,0
2694,29,1378,863,423,47030,39139,5,6,2,84,178,7,3,7,1,6,2,8,1,29,2
2695,48,1136,1601,390,4661,19544,2,15,3,92,703,7,13,7,0,4,1,3,4,36,0
2696,34,456,839,1474,44517,26442,8,11,6,83,0,7,3,7,2,6,2,6,1,50,2
2697,18,396,298,505,56615,1315,7,12,4,116,0,10,14,7,2,6,0,3,2,40,2
2698,27,1843,1129,2007,9642,30325,3,19,3,124,197,7,9,7,2,6,2,3,4,17,0
2699,27,456,1129,390,39518,24907,8,2,3,43,197,7,3,7,2,6,0,8,6,15,2
2700,48,261,1139,390,32073,1971,7,16,2,111,426,7,4,7,3,6,3,7,4,38,0
2701,27,1588,1129,1694,6420,54914,4,4,3,81,197,7,3,7,2,6,1,8,5,15,0
2703,56,255,2209,331,24044,8121,1,3,4,91,34,7,3,7,0,6,1,8,1,11,0
2704,44,261,983,390,32383,4523,1,16,2,111,656,7,4,7,3,6,0,7,4,26,2
2705,34,1715,1426,1779,13301,38934,4,17,3,104,466,3,9,3,2,6,3,5,2,13,1
2706,34,971,1045,390,34005,3225,6,16,5,86,120,7,3,7,2,6,0,6,1,44,2
2707,11,456,1919,571,30266,37237,0,8,3,63,435,7,9,7,2,6,0,7,6,43,2
2708,34,834,2375,297,21032,9621,1,3,3,55,35,7,3,7,2,6,1,8,1,42,0
2710,32,349,512,440,42220,22715,8,11,1,36,170,9,15,11,3,3,1,7,4,8,0
2711,27,1114,1129,360,2065,51620,4,4,11,89,197,7,3,7,2,6,2,8,6,15,0
2712,17,302,366,427,54356,5303,7,7,14,98,466,8,3,10,2,6,4,8,1,47,2
2713,14,608,88,723,55516,20912,8,14,13,69,1034,7,14,7,5,6,1,3,1,7,0
2714,27,513,1279,390,14679,57516,4,13,2,54,426,12,8,7,2,6,0,7,4,25,2
2716,27,1196,1129,2116,17570,7361,1,10,4,100,197,7,3,7,2,6,1,8,1,20,2
2717,11,971,1681,390,36527,52886,0,0,6,50,656,7,3,7,3,6,1,8,0,9,2
2718,34,456,392,390,45733,24611,8,11,6,83,0,7,14,7,2,4,0,3,1,50,2
2719,18,456,435,1503,51481,4010,7,7,3,85,353,7,9,7,2,4,3,7,6,37,2
2721,27,505,1129,600,6395,55508,4,4,3,81,197,7,3,7,2,6,1,8,1,15,2
2722,27,1273,1129,1409,3552,52752,4,4,11,89,197,7,3,4,2,6,2,8,1,15,2
2726,34,1756,1426,191,10537,40127,4,17,3,25,466,7,3,7,5,6,1,2,6,13,0
2727,27,727,1129,807,11848,12523,2,10,6,62,197,7,9,7,3,6,3,7,4,18,2
2728,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,11,2,5,1,7,4,14,1
2729,27,1843,1129,1567,10855,34678,3,19,1,94,197,7,0,7,3,6,2,3,4,17,0
2730,27,524,1279,645,15788,49911,4,13,4,45,426,7,15,7,2,6,1,3,4,23,2
2731,27,965,1129,1152,10066,29378,3,19,3,124,197,7,7,7,0,6,2,3,1,17,0
2732,25,1262,495,1398,42501,22811,8,11,1,36,247,7,15,7,1,6,2,7,4,44,0
2733,34,1118,401,1474,46911,25337,8,11,6,83,0,7,15,7,2,4,1,7,4,39,2
2734,27,1581,1279,1644,8936,52874,4,13,5,102,426,7,8,7,2,6,0,7,4,23,2
2735,18,0,155,1,54360,21911,8,1,2,20,197,9,9,11,2,6,0,7,6,20,2
2736,34,1417,1426,390,9093,37656,3,17,3,25,466,12,9,11,6,3,1,7,6,13,2
2737,38,588,901,390,404,30747,3,5,3,31,552,9,3,7,1,6,1,6,2,10,2
2738,17,62,89,41,55583,19995,8,14,4,69,552,7,4,7,2,6,1,7,4,11,0
2739,18,1196,1714,2116,27663,30354,0,18,2,109,0,7,14,7,6,7,4,3,1,9,2
2740,14,727,988,807,40743,40860,5,8,4,108,296,12,14,4,6,6,3,3,1,12,2
2742,43,985,746,390,51619,31980,5,20,8,68,50,7,3,7,2,6,2,4,1,49,0
2744,25,28,1344,23,47707,35333,5,6,3,101,80,11,3,7,1,6,2,8,1,8,0
2745,27,261,1129,272,19663,7020,1,10,3,46,197,7,3,7,1,6,1,8,1,15,0
2746,27,456,1129,390,2819,57201,4,4,1,26,197,12,3,1,2,6,4,5,1,14,2
2747,6,436,1339,201,43103,46647,5,6,5,16,60,10,3,9,5,6,1,8,1,11,0
2748,25,1273,1291,16,39969,25710,8,11,1,36,149,7,15,7,2,6,1,7,4,12,0
2749,59,1196,36,2116,56823,17203,6,14,15,53,343,7,0,7,2,4,2,3,4,10,0
2750,29,456,347,1474,37941,16676,6,11,3,35,903,12,14,7,2,6,2,3,1,45,2
2752,39,1534,1458,1779,3209,39219,3,5,1,30,466,7,3,9,6,6,2,5,1,8,2
2754,71,471,1754,547,45459,49497,0,6,1,96,0,0,3,0,1,6,1,8,2,14,2
2756,34,540,2221,615,23602,8640,1,3,4,91,19,7,3,7,3,6,1,8,1,20,0
2757,27,456,1129,390,38857,24754,8,2,3,43,197,7,3,7,2,6,1,8,1,15,0
2759,59,1196,36,2116,56716,17292,6,14,15,53,227,7,9,7,2,6,1,8,6,10,2
2760,18,1309,316,1487,52745,20072,8,14,12,39,0,4,9,4,2,6,1,7,4,9,2
2761,18,1257,358,1394,52668,20015,8,14,12,39,149,4,3,4,2,6,3,5,1,8,2
2762,4,436,985,201,42219,43170,5,6,5,16,353,10,3,9,5,6,1,8,1,21,0
2763,43,1417,1458,390,22290,49777,4,17,1,5,267,9,8,11,3,6,1,7,4,15,0
2764,4,436,1138,201,43243,45727,5,6,5,16,14,10,3,9,5,6,1,8,1,21,2
2765,29,537,1202,614,17657,55338,4,9,3,82,247,7,9,7,2,6,1,7,6,21,2
