id,status_group
57374,non functional
14044,non functional
45100,functional needs repair
63407,non functional
49087,functional needs repair
2876,functional needs repair
8510,non functional
1163,non functional
38903,functional needs repair
15342,functional
59381,functional needs repair
38372,functional needs repair
16605,non functional
10414,functional
55852,functional needs repair
19824,non functional
4276,functional needs repair
73325,non functional
58981,functional
28050,non functional
47842,non functional
36471,functional needs repair
42072,functional
45613,functional needs repair
15744,non functional
8106,functional
22460,functional needs repair
20063,functional needs repair
59768,functional needs repair
63293,non functional
141,functional needs repair
6542,functional
15262,non functional
4943,non functional
9111,non functional
50030,functional needs repair
6944,non functional
61772,non functional
48494,non functional
26934,functional
34040,functional
61608,functional
69176,non functional
64849,non functional
19983,functional needs repair
64985,functional needs repair
29425,functional needs repair
12881,functional
38052,non functional
29895,non functional
6333,non functional
7135,functional
13044,functional
24832,non functional
12883,functional needs repair
66043,non functional
66724,functional needs repair
2043,non functional
64545,functional
45525,functional
16304,non functional
18548,functional
33577,functional
21813,non functional
23524,functional
9174,non functional
31827,non functional
647,non functional
70475,functional
14957,functional needs repair
65749,functional needs repair
47711,functional
23988,non functional
9321,non functional
67072,functional needs repair
40945,functional
63507,non functional
28438,functional needs repair
37265,functional needs repair
65696,non functional
3861,functional
68208,non functional
46929,non functional
64228,functional
37816,non functional
31809,functional
18040,functional
8950,functional
56229,non functional
11859,functional needs repair
31759,functional needs repair
37125,non functional
21961,non functional
56601,non functional
61269,functional needs repair
33277,functional
51021,non functional
54626,functional needs repair
19903,non functional
36017,non functional
26830,functional needs repair
57331,functional
34553,functional needs repair
59843,non functional
57575,functional needs repair
11335,functional
13145,non functional
42121,non functional
16940,functional needs repair
37477,functional
22727,non functional
63598,non functional
44353,functional
53658,functional needs repair
19737,non functional
19990,functional
5237,functional
62222,functional needs repair
12902,functional needs repair
44967,functional needs repair
7937,non functional
32948,functional needs repair
55259,non functional
43985,functional needs repair
46924,functional needs repair
15678,non functional
69815,non functional
25269,functional needs repair
25972,functional needs repair
48697,non functional
10525,functional
59333,non functional
55988,functional
3949,functional
61964,functional needs repair
155,functional
35257,non functional
43066,non functional
48024,functional needs repair
51224,functional
44891,non functional
55407,functional needs repair
71866,non functional
9734,functional needs repair
32113,functional needs repair
69770,non functional
18286,functional needs repair
63378,non functional
38560,functional needs repair
35790,non functional
14852,functional needs repair
14114,functional
61376,functional needs repair
34424,functional needs repair
13461,functional
47223,functional
71048,non functional
1781,functional needs repair
73317,non functional
58146,functional needs repair
73438,functional
1822,non functional
53257,non functional
56453,functional needs repair
685,functional needs repair
44528,functional
29939,functional
21714,functional needs repair
37257,functional needs repair
49549,functional needs repair
8173,non functional
36382,functional
28869,non functional
71500,functional
41699,non functional
63260,functional needs repair
64859,functional
5443,functional needs repair
4737,functional needs repair
47808,non functional
992,functional needs repair
55002,non functional
32467,functional needs repair
42660,non functional
68458,non functional
21711,non functional
27953,functional needs repair
20344,functional
36260,non functional
12702,functional
21463,non functional
66013,functional
28849,non functional
67257,functional
63384,functional needs repair
71802,functional needs repair
60610,non functional
31707,functional needs repair
39316,functional
43625,functional
26101,functional
7883,non functional
64769,functional needs repair
39463,functional
74181,functional needs repair
73897,non functional
74153,functional
33704,functional
17126,functional needs repair
47447,non functional
51247,functional needs repair
67533,functional
6533,non functional
14468,functional
71872,functional needs repair
22342,non functional
4559,non functional
26044,functional needs repair
12750,functional
27398,functional needs repair
28874,functional needs repair
71495,functional
37808,non functional
29509,non functional
15775,functional
16117,non functional
61746,non functional
3784,functional
61903,non functional
8142,functional needs repair
26610,functional needs repair
11203,functional needs repair
67195,functional needs repair
39860,non functional
47437,functional
12399,non functional
40888,non functional
63657,non functional
70866,functional needs repair
63182,functional
34916,functional needs repair
37248,non functional
48590,functional
68360,functional needs repair
53358,functional needs repair
69464,functional
24090,functional needs repair
17158,functional
48134,functional needs repair
31991,functional
30548,non functional
59607,functional needs repair
68062,non functional
72158,functional needs repair
33210,functional needs repair
51434,functional needs repair
25649,functional
48561,functional needs repair
43678,functional needs repair
1887,non functional
37609,functional needs repair
12670,non functional
20612,functional
51496,non functional
51516,functional needs repair
64631,functional needs repair
61247,functional
2753,non functional
10603,non functional
30964,functional needs repair
64158,functional
27013,functional needs repair
34866,functional
57067,functional needs repair
48499,non functional
27399,functional
47334,non functional
46672,functional
17559,functional needs repair
629,functional
36620,functional
59794,non functional
6048,functional needs repair
34798,non functional
46450,non functional
39612,functional needs repair
24083,functional needs repair
56047,functional
5456,non functional
67961,functional
48719,non functional
68999,non functional
71751,functional needs repair
7084,functional
12644,non functional
42842,non functional
57583,non functional
18171,non functional
5316,functional needs repair
18945,non functional
19707,functional needs repair
70734,functional
11280,functional needs repair
69969,functional
10345,functional needs repair
69992,functional
13378,functional needs repair
60813,functional
24517,functional
67270,non functional
35400,non functional
13712,non functional
53254,functional
68340,non functional
68714,functional
18944,non functional
52114,functional
17597,functional needs repair
60847,functional needs repair
34757,non functional
39539,non functional
16799,functional needs repair
68112,non functional
52118,functional
20660,functional
65885,functional needs repair
21520,functional needs repair
31114,non functional
22708,functional
52296,functional
71498,functional needs repair
57034,non functional
71733,functional needs repair
31417,non functional
29958,functional
60931,functional needs repair
50205,functional
71233,functional
22586,functional needs repair
53543,non functional
40813,functional
35850,functional needs repair
27728,functional needs repair
67323,non functional
55713,non functional
893,functional needs repair
28002,functional needs repair
31475,non functional
36465,functional
63198,functional needs repair
32935,functional needs repair
27989,functional
45955,non functional
31925,functional
4217,non functional
55178,functional
16277,non functional
42198,non functional
67792,non functional
5026,functional
15902,non functional
62846,functional
63063,functional needs repair
52959,functional needs repair
51817,non functional
43049,non functional
1721,functional needs repair
23655,non functional
50177,functional
68410,non functional
47820,functional needs repair
23638,non functional
52868,functional
43194,functional
54800,non functional
53596,non functional
44296,non functional
62012,functional
10798,functional
65548,functional
31089,functional needs repair
73977,functional needs repair
28997,non functional
37767,functional
73118,functional needs repair
21130,non functional
24449,non functional
33856,functional needs repair
44712,functional needs repair
61179,non functional
63580,functional needs repair
56465,functional needs repair
43171,functional needs repair
807,non functional
20734,non functional
28158,functional needs repair
56363,non functional
25537,functional
66977,functional needs repair
9326,non functional
72109,functional needs repair
35835,non functional
8315,non functional
36836,functional
28577,functional
29624,non functional
47343,functional needs repair
53401,non functional
37014,non functional
66226,functional needs repair
49776,functional needs repair
56931,functional
32462,non functional
7515,functional
73360,functional
36248,functional
3703,non functional
8812,functional
52186,non functional
10027,non functional
33735,functional
6647,functional
36752,functional needs repair
70605,functional needs repair
69208,functional needs repair
36961,functional
2723,functional
28460,non functional
66744,non functional
69098,functional needs repair
26020,functional needs repair
18906,non functional
12740,functional needs repair
52397,functional needs repair
2150,functional
16504,non functional
1499,functional needs repair
56965,non functional
4261,non functional
57140,functional needs repair
26347,functional
69863,functional
59024,functional
29550,functional needs repair
61105,non functional
48539,functional needs repair
54504,functional needs repair
63512,non functional
34868,non functional
8320,non functional
10202,non functional
25264,functional
13089,functional
60120,functional
64567,functional needs repair
1554,non functional
71781,functional
1670,functional
56256,non functional
34671,non functional
51177,functional needs repair
44188,non functional
6749,functional needs repair
20227,functional needs repair
26170,non functional
24172,functional needs repair
32509,functional
72369,functional needs repair
67946,non functional
38173,functional needs repair
50822,functional needs repair
30825,non functional
34789,functional needs repair
54878,non functional
25800,non functional
9048,functional
7562,non functional
10022,functional
63044,functional
59539,functional needs repair
35448,functional needs repair
6452,non functional
4384,non functional
50032,functional
21930,functional
41920,functional
14831,functional
6098,functional needs repair
34115,functional
72003,non functional
36604,non functional
12107,functional needs repair
24493,non functional
16531,non functional
15285,non functional
20368,functional needs repair
7701,functional
30373,functional needs repair
2477,non functional
43670,non functional
8625,functional needs repair
67852,functional needs repair
39451,functional
5075,functional needs repair
46767,non functional
49351,non functional
56383,non functional
22440,functional needs repair
69629,functional
32730,non functional
4263,non functional
49706,functional
55186,functional
34098,functional needs repair
5696,functional
39202,functional needs repair
58401,functional
8876,functional needs repair
59709,functional needs repair
69319,functional
55657,non functional
39297,functional
19108,functional needs repair
17955,functional needs repair
23447,functional needs repair
23933,functional
64327,functional
48534,non functional
27275,functional needs repair
44938,functional
54383,non functional
23395,functional
40059,functional
37574,non functional
35014,non functional
70292,non functional
14696,functional needs repair
68206,functional
53852,functional
49737,functional needs repair
57612,non functional
14716,functional needs repair
25789,functional needs repair
22947,non functional
42080,non functional
37336,functional
309,functional needs repair
29925,functional needs repair
53896,functional
36690,functional
66815,non functional
14684,non functional
67935,functional needs repair
48724,functional needs repair
60341,functional
33720,functional
6820,non functional
15885,non functional
40080,functional
34738,functional
51308,functional needs repair
21718,functional needs repair
4969,non functional
28561,non functional
32841,functional
50452,functional
27481,non functional
7734,functional
4073,functional needs repair
4979,functional needs repair
21178,functional
29342,non functional
56098,functional needs repair
64335,non functional
20553,functional needs repair
39829,non functional
68068,functional needs repair
65422,functional needs repair
27612,functional needs repair
46831,functional needs repair
69275,non functional
35309,non functional
54588,non functional
44245,non functional
1814,functional
32001,non functional
5051,functional needs repair
36777,non functional
23967,functional needs repair
60695,functional needs repair
35148,functional
12738,functional
71944,non functional
34997,non functional
52598,functional
36749,functional needs repair
45600,functional
66990,functional
18921,non functional
37356,functional
58,non functional
2782,non functional
3121,non functional
68176,functional needs repair
63904,functional
31712,functional
64884,functional
72931,non functional
13671,functional needs repair
40406,functional needs repair
55418,functional
17463,non functional
5389,non functional
65507,non functional
43276,functional needs repair
41495,functional
69853,non functional
5371,non functional
26511,functional needs repair
69359,functional needs repair
26150,functional needs repair
39377,non functional
57930,functional needs repair
16562,functional
61531,functional needs repair
22439,functional
2999,functional needs repair
16841,functional
60305,functional needs repair
60381,functional needs repair
10455,functional
27098,functional needs repair
2371,functional needs repair
41127,functional needs repair
28373,non functional
45393,functional needs repair
67071,functional
49869,functional needs repair
22351,functional
34038,non functional
44723,functional needs repair
60154,non functional
1942,functional
10257,functional needs repair
12205,non functional
55314,functional
23061,non functional
55893,functional needs repair
48904,functional
4546,functional
39558,non functional
49653,non functional
39155,non functional
13072,functional needs repair
12106,functional
4207,functional
24327,functional needs repair
49540,functional needs repair
41080,non functional
6189,functional needs repair
32663,non functional
64314,functional
39791,functional
57167,non functional
11825,functional needs repair
42656,non functional
54607,non functional
45579,non functional
46932,non functional
22209,non functional
32015,functional
40793,functional
39981,functional needs repair
49713,functional
55534,functional
7783,non functional
55098,functional
43479,functional needs repair
53743,functional
23114,functional needs repair
56530,non functional
16656,functional
54755,functional needs repair
45264,functional needs repair
28254,functional
14881,functional
72509,non functional
30918,functional
22375,functional needs repair
38421,functional needs repair
58294,functional
22382,functional needs repair
22123,functional needs repair
65169,non functional
54001,non functional
15617,functional needs repair
66813,functional
49733,functional needs repair
8032,non functional
43522,non functional
20920,functional
30176,non functional
40600,functional
52695,functional needs repair
24915,non functional
62297,functional
37005,non functional
22349,functional
47685,functional needs repair
61162,functional
9722,functional
42191,functional needs repair
1591,non functional
1749,functional needs repair
5328,functional needs repair
21706,functional needs repair
72641,functional
36576,functional
29593,non functional
29747,functional needs repair
24722,functional needs repair
2589,functional needs repair
12772,non functional
45968,non functional
7694,functional
70721,functional needs repair
54752,functional needs repair
15631,functional
15196,functional needs repair
27491,functional
58886,functional
11452,functional needs repair
68595,non functional
17010,non functional
32389,non functional
70251,functional
61037,functional needs repair
28646,non functional
64279,functional
23914,functional
17854,functional needs repair
15790,non functional
41259,non functional
57303,functional
65477,non functional
36115,non functional
5024,functional needs repair
26401,non functional
50503,functional
37724,functional needs repair
62604,functional
60534,functional
59230,functional
70007,functional needs repair
44320,functional
44300,functional needs repair
41079,functional needs repair
36488,non functional
46936,functional
51117,non functional
21611,functional needs repair
55628,non functional
70627,functional
56387,functional
64164,functional needs repair
211,functional
37448,functional needs repair
43859,functional needs repair
55991,non functional
67415,functional needs repair
4815,functional
68895,functional
7529,functional
42134,non functional
25759,non functional
46155,non functional
46770,non functional
40396,functional
10161,functional needs repair
68598,functional
65668,functional
20689,non functional
56474,non functional
35602,functional needs repair
21596,non functional
10972,functional
34504,functional
26729,functional needs repair
33566,functional
60252,functional
44621,non functional
7735,non functional
71771,functional needs repair
54855,functional needs repair
53293,functional needs repair
20396,functional
46415,functional needs repair
26014,functional needs repair
13069,non functional
12438,functional needs repair
29991,non functional
55410,functional
57016,functional needs repair
30747,non functional
17037,functional needs repair
66182,non functional
59989,non functional
57515,functional needs repair
30252,non functional
68035,functional needs repair
5458,non functional
26151,functional needs repair
59485,non functional
43995,functional
18700,functional
60209,functional needs repair
33950,functional needs repair
5031,functional
69205,functional needs repair
71438,non functional
29381,functional needs repair
53476,functional
59701,non functional
25204,functional needs repair
59623,functional
4256,non functional
71737,non functional
56498,functional
15268,non functional
4932,functional needs repair
68591,non functional
30743,functional needs repair
32203,functional needs repair
66855,non functional
56575,functional
66689,functional
26201,functional
62446,non functional
68896,functional needs repair
4285,functional
58304,non functional
1090,functional needs repair
56425,functional needs repair
5448,functional
58864,non functional
3294,functional
59793,functional needs repair
22124,functional
29314,functional
48488,non functional
45616,non functional
61676,functional needs repair
70593,non functional
44518,non functional
71455,functional needs repair
15000,non functional
61442,non functional
15983,functional
37233,non functional
22220,functional
31231,functional needs repair
1795,functional needs repair
34190,functional
7104,non functional
71818,functional needs repair
13527,functional
20332,functional
16943,functional
43641,functional
42880,functional
47758,functional needs repair
62580,non functional
45459,functional needs repair
46129,non functional
27706,non functional
70080,functional needs repair
28446,functional
6610,functional needs repair
3554,non functional
4691,non functional
19103,non functional
27372,functional
3735,functional needs repair
57310,non functional
23690,functional needs repair
16483,functional needs repair
30119,functional needs repair
57721,non functional
50631,functional
71776,non functional
40418,non functional
8683,functional needs repair
24816,non functional
31418,functional
61889,functional
54922,non functional
66417,functional
41927,functional
61208,functional needs repair
33786,non functional
66677,functional needs repair
48550,functional
23063,non functional
27690,non functional
48021,non functional
44126,functional needs repair
13873,functional needs repair
49418,functional needs repair
30356,non functional
48082,functional needs repair
72114,functional needs repair
7421,functional
22275,non functional
24609,non functional
27332,functional
20951,functional
33633,functional needs repair
26713,non functional
40360,functional
11383,functional needs repair
43349,non functional
28954,functional needs repair
36421,functional needs repair
2116,functional
54232,non functional
37376,functional needs repair
24479,non functional
28364,functional
26169,non functional
6752,functional needs repair
50594,functional needs repair
50856,functional needs repair
22568,functional
17831,functional
20238,functional
59665,functional needs repair
36675,functional needs repair
59115,functional
46658,functional
47812,functional
60337,non functional
5925,functional
31724,functional needs repair
18356,non functional
1949,functional needs repair
2167,non functional
53020,functional
24037,functional
35004,non functional
8176,non functional
62817,functional
44223,non functional
48211,functional needs repair
72329,functional needs repair
65035,functional
9044,functional
3890,functional needs repair
51633,non functional
54844,non functional
33149,functional
40421,functional needs repair
27362,functional
66893,functional
31148,functional
3362,non functional
51273,functional
2769,non functional
31711,non functional
31865,functional needs repair
30803,functional needs repair
8755,functional
48751,functional needs repair
45069,functional needs repair
35483,functional
10863,functional needs repair
46944,non functional
17175,functional needs repair
63331,functional
33245,functional
47058,functional needs repair
31091,non functional
21102,functional
15897,non functional
60918,non functional
15964,functional needs repair
63592,functional needs repair
48162,functional needs repair
55336,functional needs repair
23352,functional
6273,non functional
21356,functional needs repair
5093,functional
13518,non functional
63302,functional
67702,functional needs repair
42060,functional needs repair
34084,functional needs repair
39302,non functional
43093,functional needs repair
6677,functional
60475,functional
58084,non functional
27102,non functional
49393,functional
32029,functional
2534,functional needs repair
29386,functional
72884,functional needs repair
49553,non functional
37640,functional
52508,functional
34229,functional
26645,functional needs repair
72591,functional
19022,functional
6843,functional
58105,functional
27222,non functional
12353,functional needs repair
13469,functional needs repair
65600,non functional
66340,functional
20533,non functional
2638,functional needs repair
41245,functional needs repair
43236,non functional
61688,functional needs repair
19508,functional needs repair
8407,functional needs repair
71177,non functional
4740,functional needs repair
47394,functional needs repair
20283,functional
13542,functional needs repair
32220,functional needs repair
50079,functional needs repair
7409,functional needs repair
67526,functional
65825,functional needs repair
65748,functional needs repair
12304,functional needs repair
16886,functional needs repair
62540,non functional
38544,non functional
36281,functional
54460,functional needs repair
33503,functional
7085,functional
31584,functional needs repair
57994,non functional
24268,functional needs repair
32295,functional
56790,functional needs repair
37155,functional needs repair
9050,functional needs repair
10367,non functional
41842,non functional
43939,functional
52426,functional
47664,non functional
20760,functional needs repair
10490,functional needs repair
22461,functional
16069,non functional
47408,functional needs repair
48598,functional needs repair
34799,functional
43548,functional
63173,functional
9774,non functional
5586,functional needs repair
51441,non functional
29407,non functional
14925,functional needs repair
7545,functional needs repair
59994,functional needs repair
41183,non functional
21300,functional needs repair
11250,functional
20863,non functional
59895,functional
48954,non functional
73416,functional
15152,functional needs repair
23013,functional needs repair
70529,functional needs repair
17961,non functional
2498,non functional
72551,functional needs repair
61577,non functional
911,functional needs repair
41945,functional needs repair
23227,functional needs repair
35464,functional needs repair
40170,functional
25137,functional needs repair
17958,functional
42310,non functional
24925,functional needs repair
16288,functional
22892,non functional
53395,non functional
71225,functional
66085,functional needs repair
7992,non functional
26488,functional needs repair
29089,functional
57488,functional
42568,functional
62342,non functional
6042,non functional
55931,functional
50120,non functional
14780,non functional
65623,functional needs repair
17926,non functional
21498,functional
18899,functional needs repair
25993,functional
72535,functional
51289,non functional
27104,functional
30354,functional needs repair
54408,functional needs repair
25350,functional needs repair
36398,functional
67096,non functional
47684,non functional
73219,non functional
49739,functional
110,non functional
40616,functional
3350,functional
68614,non functional
2016,functional needs repair
44757,non functional
48832,functional
5270,functional needs repair
2801,functional needs repair
41269,functional
19326,functional
34202,functional needs repair
42911,non functional
22262,non functional
15408,functional needs repair
50064,non functional
60181,functional
69782,non functional
57210,functional
62568,functional
73904,non functional
38504,functional needs repair
16951,functional needs repair
11940,functional
45124,functional needs repair
41573,functional needs repair
68579,non functional
3805,non functional
62667,non functional
36172,functional
53569,non functional
28618,functional
19459,functional needs repair
3664,non functional
19947,functional needs repair
31071,functional
55861,functional needs repair
38218,non functional
39255,functional
51942,functional needs repair
50790,non functional
17930,functional
698,non functional
21774,functional needs repair
11529,functional needs repair
38015,functional needs repair
53402,non functional
55762,non functional
4298,non functional
31356,non functional
20177,functional
51598,functional
64420,non functional
26881,functional needs repair
63444,functional needs repair
38567,functional needs repair
11257,functional needs repair
68124,functional
14944,non functional
50281,non functional
48627,functional needs repair
470,functional needs repair
15407,functional
45543,functional needs repair
56078,functional needs repair
31388,non functional
7246,functional needs repair
33908,non functional
13710,functional
16404,functional
24105,non functional
19610,functional needs repair
4411,non functional
6982,functional needs repair
20296,functional needs repair
24643,functional
38334,functional needs repair
48315,functional needs repair
50851,non functional
41147,functional
1514,functional needs repair
29844,functional
25169,functional
72723,non functional
10136,functional
59605,functional
56356,non functional
53971,functional needs repair
68077,functional needs repair
27737,non functional
37311,functional needs repair
44229,functional needs repair
69141,functional
41340,functional
12100,non functional
61502,functional needs repair
21189,functional needs repair
14063,functional needs repair
55070,non functional
49559,functional
33842,functional
4130,non functional
7818,functional needs repair
72361,functional
64742,functional needs repair
61231,functional
53261,functional needs repair
58156,functional
42102,non functional
31210,functional
69881,non functional
71904,functional needs repair
1215,non functional
58848,non functional
6857,functional needs repair
65644,functional
14807,functional needs repair
73199,functional
60173,functional
53803,functional needs repair
38979,non functional
23825,non functional
40376,non functional
6132,functional needs repair
8903,functional
5779,functional
60441,functional needs repair
46075,non functional
30392,functional
41801,functional needs repair
47412,functional needs repair
29654,functional
32394,non functional
56666,non functional
69076,functional needs repair
35188,functional needs repair
34273,functional needs repair
13381,non functional
36639,functional
37876,functional needs repair
34566,non functional
62432,functional needs repair
60288,functional
16011,functional
35758,functional needs repair
46456,functional needs repair
19936,non functional
54818,non functional
61822,non functional
37824,functional needs repair
71017,non functional
30698,non functional
66683,functional needs repair
43384,functional needs repair
22428,functional
62652,non functional
10643,functional needs repair
51461,non functional
25245,non functional
39179,functional needs repair
12703,functional
69265,functional
30517,functional
27715,functional
1504,functional
41032,non functional
39742,non functional
57079,functional needs repair
41477,functional
37456,functional
48056,functional
63113,non functional
72360,functional
7551,functional needs repair
19322,functional needs repair
499,non functional
33431,functional
6906,non functional
68701,non functional
4871,functional
39458,functional needs repair
57011,non functional
64178,functional
15246,functional
50480,functional needs repair
68413,non functional
8121,functional needs repair
31057,functional needs repair
42490,functional needs repair
30664,non functional
14394,functional needs repair
4509,functional needs repair
26561,functional
9565,non functional
66460,functional
29764,non functional
6138,functional
54470,functional
10548,functional needs repair
1256,functional needs repair
5867,functional needs repair
13930,non functional
46273,functional needs repair
69947,non functional
31805,functional
522,non functional
36310,functional
47096,non functional
11048,functional needs repair
9469,non functional
35945,functional needs repair
61346,functional
31897,non functional
52291,non functional
72256,functional
1291,functional
55682,functional needs repair
20974,non functional
10315,non functional
20699,non functional
12157,functional
25750,non functional
56563,functional needs repair
59935,functional
11608,non functional
37509,functional needs repair
70547,non functional
66064,functional
64905,functional
16523,non functional
30701,functional
64533,functional
57607,functional needs repair
21781,non functional
41554,non functional
56419,functional
16991,functional
68549,functional needs repair
58628,non functional
69701,functional
31191,functional needs repair
69347,functional needs repair
59209,functional needs repair
67918,non functional
8061,non functional
9841,non functional
63310,functional needs repair
65350,functional needs repair
7606,non functional
44982,functional
18683,functional needs repair
22239,non functional
13696,functional
63396,non functional
62899,functional needs repair
5394,non functional
10986,functional needs repair
59594,functional needs repair
39182,functional
59577,functional
67854,functional
30071,functional needs repair
71403,non functional
17965,functional needs repair
65452,functional needs repair
64723,non functional
31752,non functional
8795,functional needs repair
66556,non functional
22598,functional
18378,functional needs repair
11939,functional needs repair
34346,non functional
66548,non functional
61197,functional
8672,functional needs repair
29283,non functional
47333,functional
3225,functional needs repair
51152,functional needs repair
61277,functional
45438,non functional
2166,non functional
35456,functional needs repair
56027,functional
19698,functional
51033,functional needs repair
58323,functional
34236,functional needs repair
37071,functional
58591,non functional
47868,functional
8112,functional needs repair
44275,functional needs repair
39331,non functional
50046,functional
44980,non functional
38007,non functional
23789,functional
68862,functional needs repair
22079,functional
54985,non functional
49959,functional needs repair
18380,non functional
60583,functional needs repair
33497,non functional
43490,non functional
8807,functional
5747,functional
52709,functional needs repair
43612,non functional
17914,functional
13399,functional needs repair
67798,functional needs repair
22412,functional needs repair
14586,functional
35573,non functional
57894,functional
46208,functional needs repair
39006,functional needs repair
38238,functional needs repair
34634,functional needs repair
57416,functional
55916,functional
12828,non functional
57643,non functional
44684,functional
33002,functional needs repair
52177,functional
14719,non functional
21400,functional needs repair
4201,functional needs repair
19517,functional
20607,non functional
3932,functional needs repair
3481,functional needs repair
21181,functional
14888,non functional
37744,functional
59540,non functional
35488,non functional
43842,non functional
13433,non functional
63071,non functional
72521,functional needs repair
40848,functional
49705,non functional
51192,non functional
5217,functional
49051,non functional
57482,non functional
47095,non functional
59635,functional
15497,functional needs repair
24011,functional
5577,functional needs repair
39850,non functional
64109,functional
64474,functional needs repair
12837,functional needs repair
46738,functional needs repair
30574,functional needs repair
34210,non functional
35436,non functional
26739,functional
7241,functional needs repair
3353,functional
60625,non functional
21867,functional
28436,functional needs repair
36486,non functional
13432,functional
46602,functional needs repair
34097,non functional
16828,functional needs repair
36742,functional
71633,non functional
71052,non functional
27476,non functional
14966,functional needs repair
8531,functional needs repair
16018,functional
70095,functional
31557,non functional
43472,functional needs repair
50305,functional needs repair
25706,non functional
22292,functional needs repair
71416,non functional
3190,functional
52905,functional needs repair
27084,non functional
18937,functional
52417,non functional
10267,functional
68003,functional needs repair
1329,functional
4936,functional needs repair
20002,functional needs repair
43332,functional
62311,functional needs repair
16242,non functional
5406,functional
33750,non functional
55547,non functional
21572,functional
31085,functional needs repair
376,functional
72694,functional needs repair
52794,functional
59717,non functional
7462,non functional
9964,functional needs repair
8653,functional needs repair
69055,functional needs repair
5487,non functional
51823,non functional
15109,functional needs repair
27511,functional needs repair
63525,functional needs repair
72240,non functional
53055,functional needs repair
73431,non functional
15334,functional
33029,non functional
52596,non functional
43053,non functional
56063,non functional
49781,non functional
44482,functional
3205,functional needs repair
37319,functional needs repair
62095,functional
16735,non functional
13161,non functional
30869,non functional
39626,non functional
56344,functional needs repair
13700,non functional
9444,functional needs repair
23462,functional needs repair
25609,non functional
34135,non functional
56778,functional
22653,functional
41366,non functional
54546,functional
43502,functional needs repair
43365,non functional
69239,functional needs repair
50209,functional
35435,non functional
60894,non functional
64464,functional
59877,functional needs repair
69755,functional needs repair
36517,functional needs repair
38659,functional needs repair
4189,functional
72364,non functional
64657,non functional
46469,non functional
27963,non functional
6947,functional
34542,functional
53997,non functional
62556,functional
5843,functional needs repair
21870,non functional
43832,functional
40795,functional needs repair
21440,functional
11039,functional needs repair
43528,non functional
239,functional
26380,non functional
38647,functional needs repair
48412,functional
68511,functional needs repair
12238,non functional
2093,functional needs repair
27339,functional needs repair
58736,non functional
14276,non functional
26025,functional
38020,non functional
32110,non functional
23427,functional needs repair
45970,functional
25224,non functional
53274,non functional
47911,functional needs repair
36300,functional needs repair
15658,non functional
23520,non functional
65249,functional needs repair
56702,functional needs repair
43405,non functional
13672,functional
33163,functional
63981,functional
36722,non functional
67643,functional needs repair
10936,functional
4825,functional
33878,functional needs repair
7487,non functional
17229,functional needs repair
6380,functional
67059,non functional
908,non functional
29056,non functional
28164,functional needs repair
70997,functional needs repair
50773,functional needs repair
71766,non functional
26527,functional
53553,functional needs repair
71812,functional
8986,functional needs repair
59512,functional
63839,non functional
5222,non functional
34905,non functional
57699,non functional
39865,non functional
32734,non functional
54012,non functional
23234,functional needs repair
49788,functional
59224,functional
18106,functional needs repair
42100,functional needs repair
29180,non functional
54352,functional needs repair
38494,functional
54136,functional needs repair
4940,functional
28323,functional needs repair
61153,functional needs repair
31314,non functional
22678,non functional
53107,functional needs repair
54161,non functional
59612,non functional
11171,functional
23677,non functional
22938,functional needs repair
15366,non functional
72580,functional
59020,non functional
46270,functional needs repair
51428,functional needs repair
1112,non functional
31293,functional needs repair
47926,functional needs repair
27006,functional
59918,functional needs repair
70094,non functional
40972,functional
7948,non functional
52989,functional needs repair
5982,functional
24877,non functional
51940,functional needs repair
1341,non functional
43146,non functional
6880,non functional
32765,functional needs repair
32627,functional needs repair
70134,functional
8787,functional
4066,functional
70433,functional needs repair
32868,non functional
11624,non functional
15056,functional
22780,functional needs repair
44660,functional needs repair
1496,functional needs repair
6864,non functional
8770,functional needs repair
9682,functional
73841,functional needs repair
37414,non functional
10722,functional
41787,non functional
45190,non functional
9604,functional
47715,functional needs repair
38934,non functional
6444,functional
18174,non functional
36756,non functional
68543,functional needs repair
11775,functional needs repair
12058,functional
48714,functional
52679,non functional
23704,functional
48811,functional
10541,functional needs repair
72560,functional needs repair
31915,non functional
53960,functional needs repair
29446,functional
26128,functional needs repair
23103,functional needs repair
16615,non functional
4272,functional
28720,non functional
68353,functional
73798,non functional
9175,functional
63050,functional needs repair
27870,functional
36256,non functional
26353,functional needs repair
24430,non functional
62751,functional
7964,functional needs repair
56958,functional
51602,functional needs repair
15665,non functional
64059,functional needs repair
40087,non functional
64304,non functional
4818,functional needs repair
46095,functional
6049,non functional
18229,functional
14411,functional needs repair
30558,non functional
60796,functional
50379,functional
37059,functional
2557,functional
5290,non functional
38997,functional needs repair
47392,functional needs repair
44115,functional needs repair
9614,non functional
47370,functional needs repair
62246,non functional
69833,functional
10664,functional needs repair
66315,non functional
17913,functional
13550,non functional
56950,functional needs repair
19300,functional
13319,functional needs repair
72985,non functional
67104,functional
28893,non functional
26006,non functional
63817,functional needs repair
1111,functional needs repair
9615,non functional
16306,non functional
67730,functional
16675,functional
69371,non functional
58484,functional
28451,functional needs repair
42797,functional
1178,functional
24421,functional needs repair
29014,functional
12359,functional needs repair
18971,non functional
44017,non functional
15187,non functional
10338,functional
58504,functional
38726,functional needs repair
62744,functional
67296,non functional
55558,non functional
36126,functional needs repair
